"ID","Name","Class","Type","Power","Power %","Attraction %","Luck","Effect","Requirement","Tradable","Givable","Limited","Link"
"1030","Stack of War Scraps","Special","","","","","","","","No","No","No","link"
"1031","Electric Candle","Collectible","","","","","","","","No","No","No","link"
"1032","Holiday Wrapping Paper","Collectible","","","","","","","","No","No","No","link"
"1033","Mini Fighter Jet","Collectible","","","","","","","","No","No","Yes","link"
"1034","Nutcracker","Collectible","","","","","","","","No","No","No","link"
"1035","Tree Snowglobe","Collectible","","","","","","","","No","No","No","link"
"1036","Your Tiny Derpicorn","Collectible","","","","","","","","No","No","Yes","link"
"1037","Moon Mobile Parts","Special","","","","","","","","No","No","No","link"
"1038","Raygun Parts","Special","","","","","","","","No","No","No","link"
"1039","Robot Parts","Special","","","","","","","","No","No","No","link"
"1040","Toy Dragon Parts","Special","","","","","","","","No","No","No","link"
"1041","Ball and Cup Parts","Special","","","","","","","","No","No","No","link"
"1042","Scarf Parts","Special","","","","","","","","No","No","No","link"
"1043","Moon Mobile","Special","","","","","","","","No","No","No","link"
"1044","Toy Raygun","Special","","","","","","","","No","No","No","link"
"1045","Toy Robot","Special","","","","","","","","No","No","No","link"
"1046","Dragon Mouse Action Figure","Special","","","","","","","","No","No","No","link"
"1047","Ball and Cup","Special","","","","","","","","No","No","No","link"
"1048","Toasty Scarf","Special","","","","","","","","No","No","No","link"
"1049","Letter to Santa, Age 12","Special","","","","","","","","No","No","No","link"
"1050","Letter to Santa, Age 6","Special","","","","","","","","No","No","No","link"
"1051","Letter to Santa, Age 7","Special","","","","","","","","No","No","No","link"
"1052","Letter to Santa, Age 8","Special","","","","","","","","No","No","No","link"
"1053","Letter to Santa, Age 9","Special","","","","","","","","No","No","No","link"
"1054","Letter to Santa, Age 10","Special","","","","","","","","No","No","No","link"
"1055","Letter to Santa, Age 11","Special","","","","","","","","No","No","No","link"
"1056","Last Letter","Special","","","","","","","","No","No","No","link"
"1057","Wrapped Gift Trap","Weapon","Physical","1,100","5%","10%","5","","Novice","No","No","Yes","link"
"1058","Expired Event Cheese","Bait","","","","","","","","No","No","No","link"
"1059","Winter Hunt Theme","Collectible","","","","","","","","No","No","No","link"
"1060","New Year's Party Ball","Special","","","","","","","","Yes","Yes","No","link"
"1061","Dark Chest","Special","","","","","","","","No","No","No","link"
"1062","Scarab Chest","Special","","","","","","","","No","No","No","link"
"1063","Shattered Chest","Special","","","","","","","","No","No","No","link"
"1064","Aromatic Oil","Crafting","","","","","","","","No","No","No","link"
"1065","Living Garden Theme Scrap 1","Crafting","","","","","","","","No","No","No","link"
"1066","Living Garden Theme Scrap 2","Crafting","","","","","","","","No","No","No","link"
"1067","Living Garden Theme Scrap 3","Crafting","","","","","","","","No","No","No","link"
"1068","Rift Base Blueprints","Crafting","","","","","","","","No","No","No","link"
"1069","Rift Crystal","Crafting","","","","","","","","No","No","No","link"
"1070","Rift Mist","Crafting","","","","","","","","No","No","No","link"
"1071","Rift Stars","Crafting","","","","","","","","No","No","No","link"
"1072","Completed Living Garden Theme","Collectible","","","","","","","","No","No","No","link"
"1073","Rift Base","Base","","250","12%","","11","Fresh","Baron","No","No","No","link"
"1074","Shattering Charm","Charm","","","","","","","","No","No","No","link"
"1075","Ultimate Charm","Charm","","","","","","","","No","No","No","link"
"1076","Plankrun's Dark Magi Notes","Torn Page","","","","","","","","No","No","No","link"
"1077","Plankrun's King Scarab Notes","Torn Page","","","","","","","","No","No","No","link"
"1078","Plankrun's Rift Notes 1","Torn Page","","","","","","","","No","No","No","link"
"1079","Plankrun's Rift Notes 2","Torn Page","","","","","","","","No","No","No","link"
"1080","Plankrun's Rift Notes 3","Torn Page","","","","","","","","No","No","No","link"
"1081","Plankrun's Shattered Carmine Notes 1","Torn Page","","","","","","","","No","No","No","link"
"1082","Plankrun's Shattered Carmine Notes 2","Torn Page","","","","","","","","No","No","No","link"
"1083","Cozy Cruise Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"1084","Cruise Commander Crate","Special","","","","","","","","Yes","Yes","No","link"
"1085","Party Cracker","Special","","","","","","","","No","No","No","link"
"1086","Acolyte Realm Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1087","Captain's Hat","Collectible","","","","","","","","No","No","Yes","link"
"1088","Digby Lab Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1089","Explosion Earmuffs","Collectible","","","","","","","","No","No","No","link"
"1090","Gnawnian Shoreline Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1091","Harbour Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1092","Iceberg Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1093","Snake Mask","Collectible","","","","","","","","No","No","No","link"
"1094","S. S. Huntington III Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1095","Torn Party Crown","Collectible","","","","","","","","No","No","Yes","link"
"1096","Tribal Isles Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1097","Zugzwang Island Souvenir","Collectible","","","","","","","","No","No","Yes","link"
"1098","Cruise Bux","Special","","","","","","","","No","No","No","link"
"1099","Snake Jade Base","Base","","300","10%","10%","10","","Grandmaster","No","No","Yes","link"
"1100","S.A.M. F.E.D. DN-5","Weapon","Tactical","2,750","5%","20%","15","Fresh","Grandmaster","No","No","Yes","link"
"1101","Snakebite Charm","Charm","","","","","","","","No","No","No","link"
"1102","Snakebite Potion","Potion","","","","","","","","No","No","No","link"
"1103","Chocolate Covered Reaper's Perch Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"1104","Birthday Party Pack","Special","","","","","","","","Yes","Yes","No","link"
"1105","Super MechaParty Box","Special","","","","","","","","Yes","Yes","No","link"
"1106","The Fifth Birthday Gifth","Special","","","","","","","","No","No","No","link"
"1107","Isle Idol Box Set","Special","","","","","","","","No","No","Yes","link"
"1108","Blue Double Dewdrop Powder","Crafting","","","","","","","","Yes","Yes","No","link"
"1109","Chrome MonstroBot Upgrade Kit","Crafting","","","","","","","","Yes","Yes","No","link"
"1110","Extra Coarse Salt","Crafting","","","","","","","","Yes","Yes","No","link"
"1111","Red Double Dewdrop Powder","Crafting","","","","","","","","Yes","Yes","No","link"
"1112","Sandstorm MonstroBot Parts","Crafting","","","","","","","","No","No","No","link"
"1113","Yellow Double Dewdrop Powder","Crafting","","","","","","","","Yes","Yes","No","link"
"1114","Force Fighter Blue Action Figure","Collectible","","","","","","","","No","No","No","link"
"1115","Force Fighter Green Action Figure","Collectible","","","","","","","","No","No","No","link"
"1116","Force Fighter Pink Action Figure","Collectible","","","","","","","","No","No","No","link"
"1117","Force Fighter Red Action Figure","Collectible","","","","","","","","No","No","No","link"
"1118","Force Fighter Yellow Action Figure","Collectible","","","","","","","","No","No","No","link"
"1119","Repurposed Robot Head","Special","","","","","","","","No","No","No","link"
"1120","Blue Leg Robot Scrap","Special","","","","","","","","No","No","No","link"
"1121","Green Arm Robot Scrap","Special","","","","","","","","No","No","No","link"
"1122","Pink Leg Robot Scrap","Special","","","","","","","","No","No","No","link"
"1123","Red Chest Robot Scrap","Special","","","","","","","","No","No","No","link"
"1124","Yellow Arm Robot Scrap","Special","","","","","","","","No","No","No","link"
"1125","Crushed Birthday Cake Base","Base","","185","3%","15%","5","Uber Stale","Initiate","No","No","No","link"
"1126","Chrome MonstroBot","Weapon","Physical","8,500","22%","10%","30","","Baron","No","No","No","link"
"1127","Isle Idol Trap","Weapon","Physical","5,050","","","7","Stale","Legendary","No","No","Yes","link"
"1128","Tarannosaurus Rex Trap","Weapon","Forgotten","5,200","12%","","8","Fresh","Lord","No","No","Yes","link"
"1129","Ultra MegaMouser MechaBot Trap","Weapon","Physical","2,250","5%","15%","8","","Novice","No","No","Yes","link"
"1130","Blue Double Sponge Charm","Charm","","","","","","","","Yes","Yes","No","link"
"1131","Grubling Bonanza Charm","Charm","","","","","","","","Yes","Yes","No","link"
"1132","Red Double Sponge Charm","Charm","","","","","","","","Yes","Yes","No","link"
"1133","Safeguard Charm","Charm","","","","","","","","Yes","Yes","No","link"
"1134","Super Salt Charm","Charm","","","","","","","","Yes","Yes","No","link"
"1135","Yellow Double Sponge Charm","Charm","","","","","","","","Yes","Yes","No","link"
"1136","Isle Idol Hydroplane Trap Skin","Skin","Hydro","3,500","5%","15%","10","No Effect","","No","No","Yes","link"
"1137","Isle Idol Stakeshooter Trap Skin","Skin","Tactical","3,750","12%","5%","14","No Effect","","No","No","Yes","link"
"1138","Lucky Liker Charm Pack","Special","","","","","","","","No","No","No","link"
"1139","Shamrock Charm","Charm","","","","","3","","","No","No","No","link"
"1140","Chrono Egg","Special","","","","","","","","No","No","No","link"
"1141","Corrupt Egg","Special","","","","","","","","No","No","No","link"
"1142","Crystal Library Egg","Special","","","","","","","","No","No","No","link"
"1143","Cursed Librarian Egg","Special","","","","","","","","No","No","No","link"
"1144","Deep Egg","Special","","","","","","","","No","No","No","link"
"1145","Drheller Egg","Special","","","","","","","","No","No","No","link"
"1146","Spring Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"1147","Ethereal Librarian Egg","Special","","","","","","","","No","No","No","link"
"1148","Furoma Egg","Special","","","","","","","","No","No","No","link"
"1149","Gnawnia Egg","Special","","","","","","","","No","No","No","link"
"1150","Haunted Egg","Special","","","","","","","","No","No","No","link"
"1151","2013 High Charge Egg","Special","","","","","","","","No","No","No","link"
"1152","S. S. Huntington IV Egg","Special","","","","","","","","No","No","No","link"
"1153","Iceberg Egg","Special","","","","","","","","No","No","No","link"
"1154","Icewing Egg","Special","","","","","","","","No","No","No","link"
"1155","Living Garden Egg","Special","","","","","","","","No","No","No","link"
"1156","2013 Low Charge Egg","Special","","","","","","","","No","No","No","link"
"1157","2013 Medium Charge Egg","Special","","","","","","","","No","No","No","link"
"1158","Muridae Egg","Special","","","","","","","","No","No","No","link"
"1159","Quesodillo Egg","Special","","","","","","","","No","No","No","link"
"1160","Sarcophamouse Egg","Special","","","","","","","","No","No","No","link"
"1161","Thistle Egg","Special","","","","","","","","No","No","No","link"
"1162","Twisted Lilly Egg","Special","","","","","","","","No","No","No","link"
"1163","Valour Egg","Special","","","","","","","","No","No","No","link"
"1164","Eggscavator Charge Charm","Charm","","","","","","","","No","No","No","link"
"1165","Living Garden Scroll Case","Special","","","","","","","","No","No","No","link"
"1166","Living Garden Treasure Chest (Season 1)","Special","","","","","","","","No","No","No","link"
"1167","Rare Living Garden Treasure Chest (Season 1)","Special","","","","","","","","No","No","No","link"
"1168","Mouse Hot Tub","Weapon","Physical","70","3%","35%","2","","Novice","No","No","No","link"
"1169","Bounty Reward (Season 1)","Special","","","","","","","","No","No","No","link"
"1170","Bounty Trail Kit","Special","","","","","","","","Yes","Yes","No","link"
"1171","Claw Shot Chest","Special","","","","","","","","Yes","Yes","No","link"
"1172","Rare Bounty Reward (Season 1)","Special","","","","","","","","No","No","No","link"
"1173","Sheriff's Satchel","Special","","","","","","","","Yes","Yes","No","link"
"1174","Sealed Wanted Poster","Special","","","","","","","","No","No","No","link"
"1175","Fool's Gold","Special","","","","","","","","No","No","No","link"
"1176","S.L.A.C. II","Weapon","Law","1,500","6%","15%","","","Lord","No","No","No","link"
"1177","S.L.A.C.","Weapon","Law","300","5%","10%","","","Lord","No","No","No","link"
"1178","Cactus Charm","Charm","","250","1%","4%","2","Stale","","No","No","No","link"
"1179","Sheriff's Badge Charm","Charm","","","","","","","","Yes","Yes","No","link"
"1180","Most Wanted Theme","Collectible","","","","","","","","No","No","No","link"
